age,income,employment_years,num_credit_lines,credit_util_ratio,num_late_payments,debt_to_income,loan_amount,loan_tenure_yrs,existing_loans,savings_balance,has_mortgage,has_car_loan,creditworthy
70,26868.38,31.0,2,0.3626,1,0.4651,13583.53,9,1,13457.22,1,0,1
63,27661.69,12.0,4,0.3874,1,0.4723,25754.72,7,2,461.7,1,0,0
69,46467.25,19.0,10,0.2733,1,0.2979,16916.6,5,0,5236.91,0,0,1
31,68363.59,29.0,13,0.0512,2,0.0675,13401.2,5,0,15121.09,1,0,1
53,,9.0,13,0.2696,2,0.2815,20599.76,7,1,40485.22,1,0,1
29,58532.63,30.0,1,0.3203,1,0.2346,21217.59,1,1,1100.27,1,0,1
34,34139.28,24.0,2,0.1659,1,0.4834,15893.08,1,3,,1,0,1
56,98423.57,28.0,7,0.228,2,0.3432,3150.86,3,2,10.66,1,1,1
26,28198.55,23.0,1,0.4636,2,0.2675,22991.71,9,3,3440.48,0,0,1
52,87558.52,,12,0.3407,1,0.2123,2430.88,8,4,4706.71,0,0,1
30,73470.58,8.0,1,0.0865,1,0.416,4522.97,3,3,3395.53,0,1,1
32,87008.31,1.0,2,0.0567,0,0.3514,16053.08,8,4,7836.17,1,1,1
35,43889.17,3.0,4,0.4196,1,0.271,11730.1,4,4,123.99,0,0,0
68,51433.65,7.0,7,0.2499,1,0.4493,15876.06,7,3,19110.12,0,0,0
50,56376.06,31.0,4,0.1029,1,0.5681,26974.69,2,1,3067.98,1,1,1
23,43090.06,13.0,5,0.1042,0,0.334,18636.61,5,3,1303.56,1,1,1
44,60631.46,12.0,4,0.2384,3,0.4213,9314.65,5,4,4541.87,1,1,1
40,94477.24,20.0,4,0.3395,1,0.1932,22189.89,5,0,5772.14,0,0,0
44,22579.15,23.0,9,0.1758,1,0.5504,4182.54,9,4,427.37,0,0,1
51,38569.71,17.0,6,0.2011,1,0.328,10295.41,9,2,12838.79,1,1,1
73,35856.37,25.0,12,0.1771,0,0.2617,14953.18,2,0,10698.3,1,0,1
63,52639.54,31.0,3,0.234,1,0.5247,10607.97,9,3,5736.17,0,0,1
55,51611.84,32.0,6,0.1741,2,0.3723,20820.01,1,4,1646.0,0,1,1
31,74307.86,30.0,13,0.0765,0,0.697,15602.81,5,0,20892.61,0,1,1
53,55843.08,17.0,7,0.1894,1,0.4975,17656.03,1,1,12645.84,0,1,1
70,62572.08,34.0,7,0.1528,0,0.6643,16295.76,3,3,2129.59,1,0,1
25,64961.2,11.0,8,0.2893,2,0.3843,22767.66,6,4,10654.03,1,0,1
52,61135.1,24.0,13,0.3651,1,0.2811,7374.57,9,2,855.03,0,0,1
36,72582.83,30.0,4,0.0592,3,0.2122,2155.19,4,1,1008.54,0,1,1
47,51941.92,9.0,1,0.1629,1,0.406,21213.18,2,2,4704.38,0,0,1
31,96159.21,33.0,6,0.4111,1,0.6016,9545.81,5,0,9677.95,1,0,0
37,118540.5,2.0,8,0.4167,2,0.4299,7460.55,1,2,19940.13,1,0,0
66,72655.77,7.0,5,0.2538,1,0.3184,16415.89,7,4,28320.53,0,1,1
42,,31.0,13,0.1115,1,0.5626,17109.79,2,4,9418.88,0,1,1
57,70614.56,28.0,3,0.314,0,0.225,24069.17,8,2,12230.26,1,0,1
41,27474.17,21.0,4,0.2624,1,0.4931,16103.53,9,0,5714.06,0,1,0
31,59502.64,19.0,8,0.0561,0,0.497,15509.05,2,4,460.32,0,0,1
43,36716.88,5.0,6,0.1259,1,0.2653,9843.14,2,4,1070.94,0,1,1
55,67749.42,28.0,13,0.1756,5,0.5996,27304.49,9,2,28264.49,0,0,0
40,36841.02,16.0,13,0.6418,2,0.2701,24285.04,8,2,3993.83,1,0,0
39,46380.56,30.0,5,0.3158,1,0.1306,1189.0,7,0,11822.74,1,1,1
65,10000.0,33.0,13,0.1406,3,0.4051,26448.78,1,1,1992.51,0,0,1
74,25668.86,3.0,9,0.5927,1,0.1889,10487.69,9,3,6089.9,1,0,1
36,63871.85,1.0,10,0.1545,0,0.3734,23753.88,4,3,1325.5,1,1,1
63,33278.85,11.0,3,0.2786,3,0.5109,18308.08,6,3,13232.45,0,1,0
68,81594.35,34.0,7,0.5336,1,0.3729,22929.95,2,2,1472.01,1,1,1
20,31152.77,5.0,9,0.3651,0,0.5735,22360.25,5,4,9791.69,0,0,0
59,66331.36,7.0,11,0.3133,1,0.2294,18759.32,1,4,1308.72,0,0,1
36,35953.11,20.0,13,0.4557,0,0.3672,20757.75,5,1,13659.25,0,0,1
26,64636.74,34.0,11,0.2927,0,0.3971,8428.4,8,4,5591.98,1,0,1
45,16630.32,14.0,12,0.1635,0,0.2292,40246.06,5,2,4254.04,1,0,1
37,43670.43,6.0,4,0.0817,1,0.4192,9447.02,7,0,3285.21,0,0,1
62,,14.0,10,0.7296,0,0.5258,18314.48,8,0,9311.0,1,0,0
24,77080.81,5.0,10,0.2318,0,0.4211,15800.58,1,3,737.38,0,0,0
31,66556.56,16.0,3,0.4958,1,0.3857,18259.15,8,3,15514.51,0,1,1
26,24185.6,3.0,1,0.4811,1,0.4199,6661.22,1,0,11458.52,0,1,0
72,49920.48,21.0,9,0.2201,0,0.6075,15205.21,8,3,3733.81,1,0,1
74,35692.05,31.0,13,0.3295,1,0.2507,8525.38,2,3,30401.75,0,0,1
36,78756.43,21.0,1,0.4068,2,0.5185,1702.89,4,1,14273.26,0,0,0
64,86788.1,26.0,2,0.3086,0,0.1271,11573.57,1,0,2526.68,0,0,1
69,18958.87,14.0,9,0.6883,0,0.2931,29393.2,1,1,17495.26,1,1,0
31,75667.57,21.0,5,0.1528,0,0.5518,10684.23,4,3,833.75,0,0,1
73,34417.6,27.0,4,0.4087,0,0.4636,18524.27,4,4,9358.42,0,1,1
55,48677.08,8.0,9,0.3803,1,0.271,19217.95,4,3,1126.46,0,0,1
70,55806.36,33.0,9,0.1933,0,0.3297,22142.45,8,3,29812.54,0,0,1
53,100415.15,8.0,2,0.3121,0,0.5769,16526.86,4,1,407.81,0,1,1
57,29903.76,14.0,3,0.7422,1,0.3676,21924.14,5,2,2119.66,0,0,0
34,75868.74,19.0,12,0.5789,1,0.3181,18968.03,2,2,6042.38,1,0,1
47,25712.39,7.0,3,0.2066,2,0.3798,27793.74,9,4,7015.84,1,0,1
26,23985.16,,5,0.3617,0,0.7637,8436.71,7,3,5754.52,0,1,1
50,55711.59,18.0,13,0.2482,1,0.3356,22901.9,1,2,10779.6,0,0,1
73,55543.24,15.0,3,0.1997,2,0.1769,17864.5,4,4,12.45,0,0,1
69,10000.0,10.0,10,0.487,1,0.5728,10980.0,7,3,6637.54,0,1,0
42,83989.91,7.0,6,0.2581,2,0.2278,14874.88,9,0,7635.16,0,0,1
31,10000.0,32.0,2,0.3905,1,0.4301,29251.72,4,4,1876.41,1,0,1
28,51351.56,9.0,6,0.3782,0,0.5427,14497.62,7,2,8610.19,0,1,1
70,88190.39,17.0,6,0.2606,2,0.3689,22569.84,8,3,8490.1,1,1,1
52,110229.6,34.0,2,0.3266,3,0.2805,17311.86,8,4,6042.82,0,1,1
58,45923.75,2.0,6,0.7892,1,0.3091,26008.12,3,1,2401.16,0,1,1
31,19176.27,26.0,6,0.4966,2,0.4201,13963.43,5,4,4310.56,1,1,1
47,87263.71,27.0,6,0.0781,1,0.4196,23462.76,7,2,2544.54,1,0,1
58,76628.91,5.0,12,0.3526,0,0.359,12584.14,6,3,11747.84,1,0,1
21,42775.19,13.0,13,0.3215,1,0.4613,17014.01,8,0,7711.26,0,0,1
21,39606.56,6.0,14,0.5154,1,0.6567,5672.05,2,0,,0,1,0
45,37065.2,9.0,5,0.3978,2,0.1554,7353.59,8,4,6707.42,0,1,0
25,46385.34,14.0,7,0.4438,1,0.2122,15388.24,9,1,18685.73,1,0,1
19,62901.7,30.0,13,0.3507,0,0.1968,14246.0,3,0,14308.44,0,1,1
58,40849.64,28.0,12,0.0456,0,0.5203,2167.62,5,1,17746.3,0,0,1
63,44010.49,16.0,5,0.2883,1,0.2151,17106.21,8,4,19912.08,0,0,1
39,71031.98,28.0,11,0.2026,2,0.3767,16414.54,5,3,1668.09,0,1,0
58,17939.65,14.0,1,0.275,2,0.4011,7789.46,2,3,10173.22,0,0,1
73,45601.61,25.0,12,0.1084,1,0.271,23209.17,4,0,8270.77,1,1,1
72,13101.47,11.0,9,0.3728,3,0.7539,15484.18,9,0,271.68,1,1,0
33,57710.31,24.0,3,0.2107,0,0.1186,7373.6,9,0,12048.03,1,1,1
46,10000.0,4.0,2,0.262,5,0.4676,21296.73,8,0,1857.4,1,0,0
66,77250.25,3.0,10,0.0841,1,0.2576,1000.0,6,4,19912.18,1,1,1
65,22134.07,30.0,6,0.2857,4,0.2487,1886.69,5,1,14427.98,0,1,1
47,10685.54,2.0,8,0.2649,2,0.0592,3921.91,5,2,11719.01,1,1,0
29,45909.67,2.0,2,0.3618,2,0.2616,17062.59,1,4,9546.49,1,0,1
52,97777.68,25.0,4,0.1283,2,0.1942,20072.07,7,0,5080.26,0,0,1
28,72779.81,16.0,2,0.2534,1,0.3544,8284.58,5,0,12789.73,0,1,1
63,10000.0,9.0,12,0.0713,1,0.6371,18111.42,3,0,13684.31,1,1,0
67,21421.87,1.0,12,0.1533,0,0.2601,26060.69,5,2,829.39,0,1,1
38,45109.99,23.0,9,0.1656,3,0.4395,10355.63,1,1,3216.46,1,0,1
38,110958.83,10.0,10,0.7121,1,0.5316,3881.79,4,0,3046.01,0,0,1
22,31526.15,23.0,13,0.1146,1,0.208,33779.21,2,3,1064.75,0,1,1
65,31727.87,34.0,2,0.1498,0,0.3738,16785.74,4,0,29768.07,0,0,1
37,,22.0,10,0.2971,1,0.3559,5421.84,4,2,7008.77,0,0,0
54,59872.68,31.0,2,0.4653,1,0.4191,10907.15,8,2,7128.84,1,0,1
20,81325.0,22.0,14,0.3134,0,0.5169,1000.0,7,2,3856.04,0,0,0
61,36822.51,33.0,13,0.1465,0,0.3839,6511.66,1,2,11711.79,0,1,1
50,52459.1,18.0,5,0.2173,3,0.0811,16090.85,3,4,5164.77,0,0,1
70,87890.8,1.0,12,0.3839,1,0.138,17231.72,8,0,10846.04,0,0,1
26,51378.98,1.0,5,0.2581,1,0.4934,1192.58,3,3,16830.93,0,1,0
26,83076.33,14.0,12,0.1174,1,0.3108,18543.96,6,4,8558.45,0,0,0
21,64681.68,20.0,7,0.2998,2,0.2951,11801.93,2,1,7806.75,1,1,0
52,29009.27,34.0,1,0.8656,0,0.6524,17747.27,2,4,12368.6,0,1,0
34,54592.07,4.0,12,0.0308,1,0.4108,26424.59,3,0,5593.5,0,0,1
51,79534.6,26.0,2,0.2666,2,0.2265,21233.02,3,4,13355.27,0,1,1
41,71735.4,23.0,11,0.0798,0,0.2227,14926.39,8,2,776.48,0,0,1
49,53993.68,6.0,11,0.2354,1,0.2094,12151.77,2,4,2215.8,0,0,1
18,10000.0,5.0,6,0.5792,2,0.5392,7653.94,2,2,20679.08,1,0,0
25,10100.21,32.0,2,0.1524,0,0.2165,4283.17,8,4,1502.15,0,1,1
62,15417.36,16.0,4,0.4275,3,0.2629,8161.84,5,1,4827.4,1,1,0
40,42238.94,29.0,10,0.0603,3,0.8037,21174.18,9,0,5242.53,0,1,1
64,45572.05,7.0,6,0.1018,1,0.4132,12912.99,7,0,4323.66,0,0,1
57,18114.71,6.0,13,0.2491,3,0.1051,1381.59,7,4,16133.78,1,0,1
29,80562.82,5.0,12,0.2354,2,0.1749,10139.38,7,2,11081.91,1,0,0
71,23405.77,3.0,7,0.257,1,0.4938,24624.18,5,1,13294.54,1,0,0
29,20736.02,0.0,10,0.1211,1,0.181,12246.15,8,2,37951.45,1,1,1
63,57205.89,14.0,5,0.1845,1,0.2712,3432.6,8,0,29453.77,0,0,1
64,79347.63,30.0,8,0.3376,3,0.2095,17500.59,3,2,17812.8,0,0,1
32,106371.37,24.0,6,0.3168,1,0.7114,16334.12,8,1,6670.94,0,0,1
58,69563.63,32.0,5,0.4634,0,0.2479,9612.37,5,1,2868.3,0,0,1
36,94495.74,34.0,4,0.2997,0,0.4092,17571.38,3,2,10290.29,0,0,1
43,24698.58,4.0,6,0.1455,2,0.3524,17303.04,9,3,23850.91,0,0,1
69,108993.48,4.0,6,0.2304,1,0.0691,15439.25,4,1,37025.55,1,0,1
46,10000.0,16.0,6,0.2968,1,0.5875,25559.56,6,1,7599.31,1,1,1
39,42404.02,13.0,1,0.1395,2,0.3548,17102.7,3,3,9653.21,0,0,1
57,69016.31,28.0,6,0.2803,1,0.3612,14459.15,3,0,2613.91,0,1,1
38,14869.57,7.0,1,0.6253,0,0.2149,16048.77,5,4,1800.92,0,0,1
68,31823.75,33.0,5,0.5106,0,0.165,16757.78,3,4,8147.47,1,0,1
55,27851.94,0.0,7,0.3717,0,0.127,18310.3,1,4,2040.58,0,0,1
37,47244.47,28.0,1,0.2565,1,0.4984,14511.09,2,4,4024.79,1,0,1
74,90539.57,28.0,13,0.643,0,0.5333,26854.29,6,0,5427.26,0,0,0
46,55420.63,4.0,1,0.0405,0,0.4202,6897.4,2,3,21588.29,0,0,1
68,43423.4,31.0,13,0.2289,0,0.4112,21670.22,8,1,30374.84,1,0,1
21,10000.0,23.0,13,0.0579,1,0.3484,10912.72,6,0,2270.61,0,0,1
72,66668.88,18.0,6,0.0348,0,0.255,15231.93,6,4,1132.34,0,1,1
24,74750.39,11.0,7,0.2309,0,0.6041,24157.85,6,2,2037.92,0,1,1
45,12499.51,0.0,6,0.4311,2,0.0266,19987.9,5,4,5853.25,0,0,1
45,53325.69,6.0,5,0.4339,0,0.1913,15691.37,2,0,12219.7,0,1,0
21,59825.2,16.0,6,0.3253,1,0.3933,14266.09,6,0,5905.0,1,0,0
39,79115.04,33.0,13,0.2427,0,0.3434,5820.97,8,1,21640.71,1,0,1
29,36880.79,6.0,14,0.2986,3,0.6041,25730.97,7,2,8115.99,1,1,0
62,33115.99,16.0,3,0.4238,2,0.1786,15963.86,3,4,5287.83,0,0,0
20,43587.57,2.0,9,0.3056,1,0.5761,18995.43,6,2,11767.6,1,1,0
39,87110.93,28.0,5,0.5616,0,0.4859,25875.04,8,3,24581.17,1,0,0
61,81096.14,21.0,2,0.2855,1,0.5994,12559.28,7,3,3241.62,0,0,1
19,54466.37,28.0,14,0.4229,0,0.3379,6037.98,1,1,2572.67,0,1,1
41,80494.41,4.0,14,0.5857,0,0.2604,9447.73,7,2,1919.83,0,0,0
51,10000.0,29.0,12,0.047,2,0.381,5871.07,4,0,6136.87,0,0,1
44,74791.36,22.0,10,0.1276,0,0.3331,28660.17,3,4,5052.43,0,0,1
72,27030.85,20.0,10,0.2516,1,0.7017,11296.69,8,0,2271.79,0,0,0
58,99175.61,25.0,7,0.7817,1,0.4948,1000.0,2,3,10231.45,0,0,0
18,28393.88,20.0,3,0.3949,0,0.1414,3757.68,7,2,2825.45,0,0,1
25,33680.95,19.0,1,0.3142,2,0.2342,31643.36,6,1,11301.76,0,0,1
40,69060.59,22.0,3,0.1972,1,0.2654,17257.32,8,2,14605.25,0,0,1
55,71473.85,3.0,9,0.4083,1,0.1418,22156.42,4,3,16089.63,0,1,0
23,43841.7,20.0,5,0.1952,0,0.3931,4727.16,2,0,1266.95,0,0,1
39,64285.1,20.0,7,0.506,0,0.4494,23596.19,9,2,2921.56,0,0,1
42,67384.5,0.0,3,0.1391,2,0.5044,4793.93,3,2,5941.42,0,0,1
35,64827.87,14.0,4,0.3749,1,0.3455,13047.56,3,4,14944.88,0,0,1
34,44886.13,16.0,1,0.2086,2,0.1418,17357.58,5,1,4100.72,0,1,1
29,67630.28,13.0,3,0.557,0,0.2271,15157.19,9,1,8627.36,0,0,1
23,90159.26,18.0,7,0.261,0,0.7331,16547.91,1,4,4849.2,1,1,0
43,24362.79,33.0,4,0.4143,0,0.3954,8730.14,4,4,240.5,0,1,1
44,33998.5,5.0,2,0.1935,0,0.3566,13257.12,4,3,3042.45,0,1,1
25,55681.39,5.0,14,0.3546,0,0.4234,6339.43,2,0,11308.34,1,0,0
36,28594.4,4.0,5,0.0753,3,0.1201,26178.78,8,4,10483.36,0,0,1
59,10000.0,6.0,5,0.2428,0,0.7812,14052.51,1,3,17210.11,0,0,0
18,82328.07,32.0,2,0.2137,0,0.5127,6589.65,6,0,7189.27,0,0,1
74,10000.0,12.0,11,0.3135,1,0.3686,29154.8,7,2,11634.56,0,0,0
46,44940.43,0.0,6,0.4473,1,0.3095,11210.64,3,4,4291.41,0,1,1
62,73973.61,12.0,10,0.4581,0,0.5046,21061.55,5,1,3442.58,1,0,0
66,61667.49,26.0,4,0.2158,0,0.421,10906.62,2,1,3322.16,0,1,1
52,45318.77,6.0,14,0.1309,1,0.4757,15645.9,6,2,1385.73,0,0,0
57,27564.01,2.0,1,0.1056,1,0.4124,20447.74,3,2,4606.97,1,0,1
31,63596.7,24.0,3,0.3691,0,0.4535,13287.91,1,2,13315.88,0,0,1
52,30290.14,32.0,14,0.4502,0,0.1008,19188.6,3,3,97.77,1,0,1
65,61648.31,16.0,9,0.5699,1,0.3103,24183.49,9,2,6843.25,0,0,1
62,58522.94,13.0,10,0.3005,0,0.5115,7489.04,7,3,1518.52,0,0,1
37,58775.82,22.0,7,0.1891,2,0.2222,1342.08,4,4,10906.26,0,0,1
73,38992.03,23.0,13,0.5931,3,0.5551,11605.34,7,4,1208.59,0,0,0
66,105875.23,28.0,6,0.3947,0,0.1815,22167.78,6,3,1433.45,1,0,1
30,63955.17,26.0,14,0.1537,0,0.788,10894.67,2,0,348.39,0,0,1
55,48032.28,22.0,1,0.2182,1,0.3433,24328.38,2,0,4676.79,0,0,1
66,61606.76,30.0,9,0.2414,0,0.6959,19704.68,3,4,8342.8,0,0,1
63,35638.46,16.0,13,0.4057,5,0.4244,20231.78,6,4,2726.3,1,1,0
66,45342.39,2.0,9,0.1627,1,0.3406,13960.07,4,0,338.06,0,0,1
25,114798.0,,1,0.3874,1,0.502,9893.08,8,0,21582.4,1,1,0
60,35815.48,14.0,14,0.4658,0,0.4012,13381.2,7,3,15758.6,0,1,0
37,53055.68,5.0,13,0.6045,3,0.2186,15128.41,6,0,4971.27,0,0,1
50,43597.38,9.0,13,0.4125,0,0.3737,14920.91,8,1,13865.39,1,1,0
43,29009.15,31.0,6,0.2266,1,0.244,15790.35,5,0,12922.27,0,0,1
56,65527.12,22.0,7,0.0799,2,0.2487,12485.15,9,0,6597.36,1,0,1
38,55911.8,16.0,2,0.4452,1,0.4947,11894.38,1,1,5986.21,0,0,1
70,77775.68,19.0,10,0.2656,2,0.7426,23935.62,4,2,8422.04,1,0,1
66,75264.45,14.0,8,0.3377,1,0.2185,7583.2,2,1,10244.83,0,0,1
59,77517.69,21.0,8,0.1614,1,0.6763,13428.41,6,4,13754.27,1,0,1
60,32044.92,5.0,6,0.0477,2,0.4804,27234.79,9,4,6835.79,1,1,1
71,71024.02,3.0,9,0.0598,0,0.375,13903.43,8,4,10971.17,1,0,1
58,71631.79,22.0,3,0.3792,2,0.4387,22005.71,9,2,1642.7,1,1,0
26,29473.43,18.0,2,0.2485,1,0.216,10718.71,6,2,10967.23,0,1,1
41,47034.59,30.0,2,0.2801,1,0.405,6880.39,9,4,479.2,1,0,1
54,18597.2,2.0,6,0.3074,4,0.4406,29367.76,6,0,8594.31,1,0,0
66,71740.57,27.0,7,0.4027,2,0.2022,6953.74,5,3,9972.35,1,0,0
58,71625.56,2.0,6,0.4313,3,0.3496,15096.27,3,3,27423.81,0,0,1
34,90759.07,13.0,11,0.5305,2,0.0836,27391.85,3,2,4382.44,1,1,0
41,49280.04,17.0,3,0.4486,2,0.2988,5836.05,9,2,968.76,1,0,1
38,66286.74,26.0,5,0.1727,4,0.4108,20197.68,9,3,3259.38,0,0,1
68,79693.38,9.0,8,0.2768,1,0.0375,19222.86,3,0,4346.7,0,0,1
56,36152.71,14.0,6,0.3398,3,0.2546,15072.43,3,0,11756.97,1,0,1
72,32350.87,18.0,2,0.1004,2,0.2373,29310.33,5,2,1648.7,1,0,1
58,36927.87,8.0,7,0.509,1,0.2298,17161.08,1,0,1488.78,1,0,0
56,46267.61,3.0,8,0.3977,1,0.5934,15955.61,1,3,1985.53,1,0,0
30,33236.14,14.0,4,0.4409,2,0.2876,8298.81,2,2,2100.64,0,0,1
28,38004.31,7.0,12,0.1087,1,0.3482,14542.29,6,1,20593.73,0,0,1
63,77022.88,0.0,1,0.1214,0,0.2204,19890.84,2,2,1398.28,1,1,1
36,52591.33,6.0,2,0.3461,3,0.5475,21821.31,2,4,4261.78,0,0,0
28,62667.46,30.0,4,0.2276,0,0.3544,20755.47,6,0,4130.61,0,0,1
30,41232.08,17.0,7,0.1998,1,0.3246,1756.04,9,0,1091.83,0,0,1
63,39590.86,11.0,2,0.0427,0,0.4637,14689.85,4,3,923.02,1,1,1
62,62138.9,29.0,6,0.6548,2,0.1448,8682.6,3,2,19245.06,1,0,1
18,58151.56,32.0,2,0.2074,1,0.8051,3320.75,2,3,14481.32,0,0,0
57,74449.67,6.0,12,0.5524,0,0.364,10268.45,2,2,21651.73,0,1,1
61,87539.82,27.0,7,0.0587,1,0.558,11549.77,2,2,3051.53,0,0,1
36,37714.69,2.0,2,0.2657,1,0.3771,7356.03,7,1,5980.86,1,0,1
29,76529.61,5.0,3,0.4116,0,0.5029,15185.37,6,0,2363.3,0,0,0
25,28004.85,30.0,9,0.0804,2,0.1675,20901.62,7,4,3979.37,0,0,1
25,106844.47,14.0,13,0.2954,0,0.544,18907.77,3,4,12645.1,0,0,0
70,35342.4,6.0,4,0.2084,1,0.2335,11518.19,2,0,5174.28,0,0,1
62,72265.76,29.0,14,0.3028,1,0.3587,21650.67,5,3,928.63,0,0,1
29,27818.99,26.0,5,0.4918,1,0.2461,9934.29,7,4,25.56,0,0,0
65,51197.73,16.0,9,0.4981,2,0.5336,27622.32,2,1,2154.99,0,0,1
50,93643.33,17.0,7,0.4276,1,0.462,16655.39,6,1,1618.97,0,0,0
62,34557.4,21.0,8,0.2753,0,0.4056,21927.06,9,1,12642.37,0,0,1
43,110104.65,25.0,11,0.1724,0,0.1785,11280.76,8,4,8787.99,0,0,1
56,54868.11,26.0,3,0.4261,1,0.4668,13102.1,5,1,14576.46,0,0,0
45,79392.81,23.0,11,0.1824,3,0.2405,15803.15,5,1,,0,1,1
22,65073.61,7.0,11,0.3589,2,0.4241,14062.53,4,3,7009.54,1,0,0
25,66426.0,,4,0.3671,1,0.1368,11900.99,5,0,4321.5,1,0,1
42,19347.16,28.0,7,0.4641,1,0.3074,4442.96,5,4,2000.02,0,0,0
44,43178.68,,4,0.1406,1,0.2065,10200.81,7,0,7974.38,0,1,1
63,84899.41,2.0,2,0.1098,0,0.7732,6159.51,2,1,3935.95,1,0,1
40,46391.97,30.0,14,0.713,3,0.3171,1334.54,5,3,2294.31,0,0,0
47,58470.8,26.0,10,0.329,0,0.6722,16567.07,2,0,22306.02,0,0,0
62,16314.45,26.0,6,0.2083,3,0.6389,8871.54,5,2,912.64,1,0,0
64,41560.58,8.0,9,0.5596,0,0.2412,24817.33,8,4,11997.39,1,1,0
40,83075.98,32.0,2,0.4496,1,0.5631,9272.85,5,1,6379.81,1,0,0
66,22934.26,32.0,1,0.2729,2,0.4415,8021.5,3,1,11518.79,0,0,1
64,72926.98,25.0,8,0.207,3,0.5989,23245.76,5,2,753.36,0,0,1
37,59444.45,27.0,1,0.3506,0,0.3661,19626.89,1,1,3959.79,1,0,1
35,49101.11,30.0,1,0.4565,2,0.3898,22869.6,2,0,12718.54,1,0,0
35,48001.89,0.0,3,0.195,0,0.4813,12957.49,1,1,13502.58,1,1,1
19,42724.26,19.0,5,0.3204,2,0.4901,1986.3,1,0,12443.69,0,0,0
21,44950.73,11.0,13,0.2738,2,0.3967,19936.36,1,0,10911.53,1,0,1
47,78243.51,16.0,12,0.121,0,0.3983,22215.26,6,4,3780.51,1,0,1
50,44198.9,14.0,9,0.2061,1,0.4354,12662.81,7,4,10075.73,1,0,1
53,100189.76,33.0,11,0.4645,2,0.366,27801.05,5,4,927.19,1,0,0
35,62488.31,15.0,10,0.3135,1,0.2737,19322.23,4,4,1419.69,0,0,1
54,40593.45,3.0,2,0.0786,3,0.3025,15106.84,4,2,6210.85,1,0,1
36,79334.15,7.0,12,0.2126,0,0.3731,19803.31,7,2,6381.07,0,1,0
64,70597.4,33.0,12,0.2944,0,0.4228,7970.87,4,3,5105.97,0,0,1
45,13645.59,24.0,1,0.5124,3,0.577,15962.5,5,0,10624.19,1,0,0
57,,14.0,1,0.3033,1,0.1772,4321.67,6,3,6637.52,1,0,1
37,52114.49,27.0,8,0.1975,1,0.6725,16379.75,5,2,543.67,1,1,1
66,15409.8,8.0,10,0.0771,0,0.4186,16441.64,7,3,17457.0,0,0,1
50,107263.25,1.0,10,0.2153,3,0.1687,16679.5,6,0,7911.57,0,0,1
29,75555.8,16.0,10,0.2634,2,0.2228,13774.92,6,4,18064.09,0,0,1
68,54666.68,9.0,2,0.3341,1,0.1475,7307.46,6,1,4490.08,0,1,1
32,46432.34,8.0,13,0.1005,1,0.5435,31295.31,3,2,14.7,0,0,0
58,40008.41,30.0,9,0.5319,2,0.4024,7370.17,6,0,11506.99,1,1,1
56,10000.0,1.0,9,0.2758,1,0.378,5872.18,9,1,6677.94,0,1,1
19,11678.16,23.0,2,0.3286,0,0.521,14234.55,2,2,158.81,0,0,1
46,102528.02,18.0,3,0.4772,0,0.2701,13970.02,3,0,6800.52,1,0,0
58,94339.99,16.0,2,0.1079,2,0.2143,16593.19,3,2,21398.88,0,0,1
27,40605.56,9.0,6,0.3814,1,0.591,20845.09,3,0,1872.99,1,1,0
19,77699.98,27.0,7,0.4983,1,0.1512,7230.56,6,2,2647.51,1,1,0
68,67660.52,27.0,12,0.071,0,0.6662,25510.86,2,2,8387.49,1,0,1
28,70607.2,0.0,6,0.2639,2,0.0829,12366.16,9,4,13759.12,0,0,0
30,19370.56,2.0,3,0.5585,0,0.0586,2502.32,5,0,8211.84,0,1,1
27,10000.0,14.0,12,0.1606,0,0.2636,18602.84,3,3,8910.7,0,0,1
31,84564.86,9.0,3,0.2474,1,0.1409,13709.35,8,1,3164.48,0,0,1
35,10000.0,20.0,12,0.5154,2,0.4307,16209.05,7,2,80.65,1,0,0
68,51295.16,14.0,2,0.2074,1,0.3652,21906.58,5,4,14653.75,0,0,0
71,45807.44,22.0,2,0.1,2,0.1217,25156.77,6,3,42787.73,0,0,1
26,43496.23,13.0,11,0.3816,0,0.117,7843.8,1,2,16104.05,0,0,1
74,62861.27,14.0,12,0.1377,0,0.3926,1000.0,6,0,4053.38,1,1,1
56,38060.19,9.0,5,0.3622,1,0.353,12134.49,8,1,3468.72,0,0,1
45,64893.39,8.0,11,0.1561,1,0.4784,10278.62,6,3,25724.65,0,0,1
20,58528.89,4.0,11,0.4321,1,0.556,13116.54,4,1,35649.13,0,0,0
37,107468.31,24.0,8,0.1341,1,0.2555,2492.7,1,2,7578.83,0,1,1
23,20364.77,25.0,6,0.4306,0,0.0733,11760.12,9,4,5780.07,0,0,1
44,55731.72,7.0,9,0.241,4,0.5042,8853.96,5,3,5811.02,1,0,0
70,65783.63,21.0,11,0.2351,2,0.5128,6757.58,1,2,1803.24,1,0,1
19,48589.94,24.0,5,0.2591,0,0.2207,1338.45,3,2,10421.51,0,0,1
46,21573.12,11.0,10,0.3352,2,0.5555,11450.13,8,1,1500.93,0,0,1
55,86427.57,8.0,4,0.2702,1,0.0678,24225.14,9,4,1881.92,0,0,1
20,63423.36,9.0,9,0.0661,2,0.3718,12076.98,6,3,8970.87,1,1,1
33,23327.58,9.0,12,0.2202,2,0.4588,1000.0,2,1,16277.56,0,0,1
47,,8.0,10,0.3553,1,0.2576,27966.29,6,1,8771.11,0,0,1
